업소명,소재지(도로명),소재지전화
한돈육회,"대전광역시 중구 보문로19번길 7, 1층 (문창동)",
죠스떡볶이대전은행점,"대전광역시 중구 중앙로164번길 21-8, 1층 (은행동)",042-226-2039
먹거리식당,"대전광역시 중구 문화로78번길 26, 1층 (산성동)",
참새와방앗간,"대전광역시 중구 대종로 701, 105호 (중촌동, 시영아파트)",042-636-9393
대흥마루,"대전광역시 중구 인창로 9, 1층 (대흥동)",
먹태한마리,"대전광역시 중구 보문로 25, 1층 (문창동)",
가장맛있는뒷고기,"대전광역시 중구 천근로 14-1, 1층 (문화동)",042-584-4239
해방곱창,"대전광역시 중구 계백로 1705-11, 1층 (오류동)",042-535-5526
카페선화동,"대전광역시 중구 목척9길 27, 1층 (은행동)",
비스트로피자,"대전광역시 중구 계백로1566번길 19, 미소랑아파트상가 1층 104호 (유천동)",042-585-7778
소울카츠,"대전광역시 중구 보문로260번길 15, 1층 (대흥동)",
예원식당,"대전광역시 중구 선화로 8-3, 1층 (용두동)",042-625-1238
우남식당,"대전광역시 중구 안영로 69, 1층 (사정동)",042-581-8241
소담,"대전광역시 중구 계백로1583번길 29, 1층 (유천동)",
맘스터치선화대흥점,"대전광역시 중구 선화서로 7, 1층 (대흥동)",042-242-5214
7930손님식탁,"대전광역시 중구 계룡로830번길 44, 1층 (오류동)",042-331-7930
생고기김치찌개,"대전광역시 중구 유천로47번길 54, 1층 (유천동)",
단골집포차,"대전광역시 중구 태평로26번길 47, 1층 (유천동)",
비에이블,"대전광역시 중구 중교로 41, 2층 (대흥동)",
하나비맨,"대전광역시 중구 유등천동로 428, 1층 108호 (태평동, 파라곤아파트)",042-533-3809
돌돌말이,"대전광역시 중구 계백로1603번길 38, 1층 (유천동)",
투덜이술친구,"대전광역시 중구 충무로107번길 122, 영은빌딩 1층 102호 (대흥동)",042-242-4233
비인비어,"대전광역시 중구 보문로254번길 36, 1층 (대흥동)",
다미족발,"대전광역시 중구 계룡로 923, 1층 112호 (문화동, 하우스토리1차)",042-331-5999
카페라고,"대전광역시 중구 계백로1716번길 40, 1층 104호 (문화동, 문화마을금호어울림아파트)",
그놈푸드중구점,"대전광역시 중구 대흥로24번길 36, 1층 (대사동)",
카페유리나무,"대전광역시 중구 선화서로 55, 1,2층 (선화동)",042-345-9690
치요남치킨,"대전광역시 중구 대종로529번길 53, 1층 (선화동)",042-222-9244
한밭골식당,"대전광역시 중구 보문산로35번길 48, 1층 (산성동)",
소바노하나지점,"대전광역시 중구 중앙로 28, 센트럴스타클래스 상가 1층 102호 (문화동)",042-252-9592
피자알볼로대전중구청점,"대전광역시 중구 대종로 533, 1층 (선화동)",042-222-8495
썬더치킨,"대전광역시 중구 보문로 61-1, 1층 (부사동)",070-8837-0090
싱싱포차쇼부,"대전광역시 중구 목중로 8-1, 2층 (중촌동)",
레드비프,"대전광역시 중구 중앙로170번길 35, 1,2층 (은행동)",
샤브보트,"대전광역시 중구 계백로 1700, 세이백화점본관 지하 1층 (문화동)",
리김밥대전세이점,"대전광역시 중구 계백로 1700, 세이백화점 5층 (문화동)",
삼대째손두부,"대전광역시 중구 대종로 41, 1층 (옥계동)",042-283-8886
낭만집,"대전광역시 중구 중앙로122번길 45, 1층 (대흥동)",042-222-1089
르윈,"대전광역시 중구 대종로517번길 14, 1층 (선화동)",
청담이상대흥점,"대전광역시 중구 중앙로138번길 30, B동 2층 (대흥동)",
복덕식당,"대전광역시 중구 중앙로137번길 43, 1층 (선화동)",042-253-8882
시골양반촌,"대전광역시 중구 태평로 169-1, 유등빌딩 1층 (태평동)",042-536-5033
대흥극장,"대전광역시 중구 대흥로 103, 1층 (대흥동)",
애플꼬마김밥,"대전광역시 중구 계룡로918번길 32, 1층 (문화동)",
풍국면대전세이백화점지점,"대전광역시 중구 계백로 1700, 세이백화점별관 5층 (문화동)",
"빼빼롱꼬마김밥,토스트,커피","대전광역시 중구 대종로 51-1, 1층 (옥계동)",042-283-0506
코리아나양대창,"대전광역시 중구 선화서로19번길 11, 1층 (선화동)",042-223-7772
돈카주택,"대전광역시 중구 목동로 58, 1층 (목동)",042-252-1008
제주둘레국수,"대전광역시 중구 계룡로 774, 1층 (오류동)",042-537-4949
보문산한옥카페,"대전광역시 중구 보문산공원로497번길 109, 2,3층 (대사동)",042-224-2056
국수나무(버드내점),"대전광역시 중구 태평로26번길 2, 대성빌딩 1층 (유천동)",
고향한우,"대전광역시 중구 계룡로 947, 2층 (대사동)",042-621-9988
동해회마차,"대전광역시 중구 대전천서로 373, 1층 (문창동)",042-320-1002
인근주민오류,"대전광역시 중구 계백로 1713-23, 1층 (오류동)",
맛소야본점,"대전광역시 중구 대전천서로 631, 1층 (중촌동)",042-222-9922
장혁민부대찌개,"대전광역시 중구 계백로 1712-1, 세이백화점 3별관동 1층 (문화동)",042-252-6232
묘한과자점,"대전광역시 중구 계백로1566번길 72, 1층 (유천동)",
이리,"대전광역시 중구 선화서로 51, 1~2층 (선화동)",
논뚜렁,"대전광역시 중구 보문로 45, 지하1층 (문창동)",042-283-1233
미소본가스마일칼국수,"대전광역시 중구 보문로230번길 82, 1층 (대흥동)",042-221-1846
충무로국수,"대전광역시 중구 충무로 100-1, 1층 (대사동)",042-233-8007
더더더대패삼겹살,"대전광역시 중구 보문산로171번길 27, 1층 (문화동)",042-586-3573
마초비어,"대전광역시 중구 계백로 1701-7, 2,3층 (오류동)",
맛보리밥집,"대전광역시 중구 계백로1584번길 106, 1층 (유천동)",
만석꾼,"대전광역시 중구 보문로260번길 15, 1층 (대흥동)",042-226-0031
유끼,"대전광역시 중구 보문산공원로 469, 1동 1층 (대사동)",
어섬,"대전광역시 중구 대흥로165번길 39, 2층 (대흥동)",
동키치킨호프,"대전광역시 중구 보문산로141번길 11, 103,104호 (산성동, 공원아파트)",
수정삼겹살,"대전광역시 중구 계백로 1705-34, 1층 (오류동)",042-535-2650
엄마의식탁,"대전광역시 중구 오류로 116, 1층 (오류동)",042-533-8348
숯대감태평점,"대전광역시 중구 수침로 96, 1층 (태평동)",042-535-0090
인생역전,"대전광역시 중구 계백로 1705-9, 1층 (오류동)",042-522-5074
문선,"대전광역시 중구 보문로254번길 45, 1~3층 (대흥동)",042-222-2466
오류상회,"대전광역시 중구 계백로 1691-10, 1층 (오류동)",
하얀책상선화점,"대전광역시 중구 선화서로 29, 1층 (선화동)",
마루곱창,"대전광역시 중구 보문로30번길 7, 1층 (문창동)",042-274-3933
힐링유천점,"대전광역시 중구 계백로1615번길 45, 1층 (유천동)",
미쓰리,"대전광역시 중구 오류로 31, 스카이팰리스 상가동 1층 104A호 (오류동)",
너그집,"대전광역시 중구 중앙로79번길 66, 1층 (선화동)",042-222-0324
빵위에치즈대전본점,"대전광역시 중구 선화로 31, 1층 101호 (용두동)",042-369-0502
선비꼬마깁밥,"대전광역시 중구 계룡로 922, 1층 116호 (문화동, 하우스토리2차)",042-226-3377
델리랩수제버거,"대전광역시 중구 충무로107번길 122, 영은빌딩 1층 103,104호 (대흥동)",042-223-8088
디에떼서대전역점,"대전광역시 중구 오류로 31, 스카이팰리스스퀘어 상가동 1층 109호 (오류동)",
더담은푸드,"대전광역시 중구 대종로 368-1, 1층 (부사동)",
역전우동0410 대전은행점,"대전광역시 중구 중앙로156번길 24, 1층 (은행동)",
산내한돈,"대전광역시 중구 계백로 1701-21, 1층 (오류동)",042-273-9199
디어딜라이트,"대전광역시 중구 선화로 7, 1층 (용두동)",042-224-5902
내집사랑채,"대전광역시 중구 대흥로121번길 42, 1층 (대흥동)",
김은아의부엌.소반,"대전광역시 중구 대종로 522-1, 1층 (은행동)",
동화의나라,"대전광역시 중구 동서대로 1200-10, 1층 (태평동)",042-531-1377
구일대패,"대전광역시 중구 계백로1685번길 20, 1층 (오류동)",042-531-1020
맷돌가마솥추어탕,"대전광역시 중구 사득로 7, 1층 (부사동)",042-252-5098
씨지브이대전롤롤,"대전광역시 중구 계백로 1700, 세이백화점별관 6층 (문화동)",042-224-1122
준커피,"대전광역시 중구 과례로 33, 1,2층 (문화동)",042-286-4374
회복한우도가니탕,"대전광역시 중구 대종로386번길 78, 1층 (문창동)",042-256-0394
라면타임,"대전광역시 중구 계백로1685번길 45, 1층 102호 (오류동, 시티팰리스)",042-533-3048
선화별당,"대전광역시 중구 선화서로 49-1, 1층 (선화동)",
김반장스테이크,"대전광역시 중구 목중로10번길 6, 1층 (중촌동)",042-222-1825
청춘구이,"대전광역시 중구 계룡로 860-9, 2층 (오류동)",042-535-1113
청해수산,"대전광역시 중구 보문로30번길 8, 1층 (문창동)",042-273-8808
클래식샵,"대전광역시 중구 대종로 527-1, 1층 (선화동)",
플락,"대전광역시 중구 중앙로112번길 24, 2층 201호 (대흥동)",
토라야마3,"대전광역시 중구 과례로 26, 1층 (문화동)",042-335-3130
카페마당,"대전광역시 중구 과례로22번길 50, 1~2층 (문화동)",
맹산막국수,"대전광역시 중구 계룡로830번길 70, 1층 (오류동)",042-525-8276
파티,"대전광역시 중구 보문로 266, 10층 1호 (대흥동)",042-822-1700
대전집실내포장마차,"대전광역시 중구 대흥로175번길 45, 1층 (대흥동)",042-226-0677
신태평소국밥,"대전광역시 중구 태평로 122-1, 1층 (태평동)",042-535-5912
베이징,"대전광역시 중구 태평로 83, 삼부스포렉스 1층 103,104,105,106호 (태평동)",042-524-8880
드링크리스트,"대전광역시 중구 선화서로 39, 1층 101호 (선화동)",
정동올갱이,"대전광역시 중구 대종로 204, 1층 (석교동)",
치킨과친구들,"대전광역시 중구 수침로 138, 상가동 1층 109호 (태평동, 유등마을아파트)",042-537-4455
혼다라멘은행점,"대전광역시 중구 중앙로164번길 22-12, 1층 (은행동)",
오르새피자대전중구점,"대전광역시 중구 선화로12번길 11, 1층 (용두동)",042-221-5444
보물,"대전광역시 중구 보문산공원로 498, 1층 (대사동)",
수참치,"대전광역시 중구 계백로1603번길 36, 1층 (유천동)",042-524-1202
사뭇진지,"대전광역시 중구 보문로260번길 13, 1층 102호 (대흥동)",042-222-8320
어플레져,"대전광역시 중구 선화로 92-1, 1층 (선화동)",
새벽회중구점,"대전광역시 중구 중앙로13번길 37, 1층 (용두동)",042-252-7470
뻑가네안동찜닭,"대전광역시 중구 중앙로13번길 36, 1층 (용두동)",042-224-9191
카페감성,"대전광역시 중구 유천로48번길 38, 1층 (유천동)",
마마앤보떼,"대전광역시 중구 유등천동로 428, 상가동 1층 104호 (태평동, 파라곤아파트)",042-535-7104
꽃차돌,"대전광역시 중구 계백로1615번길 63, 1층 (유천동)",
곱깨비대흥점,"대전광역시 중구 중앙로130번길 40, 1층 (대흥동)",042-221-8253
산책,"대전광역시 중구 보문로67번길 14, 1층 (부사동)",042-222-8899
서주전통육개장전문점,"대전광역시 중구 중앙로79번길 105, 1층 101호 (선화동, 그린빌라)",
시크이,"대전광역시 중구 테미로 42, 1층 (대흥동)",
족찾사,"대전광역시 중구 대둔산로 369-1, 1층 (산성동)",
힘내라고,"대전광역시 중구 계백로 1712-1, 세이3 2층 (문화동)",042-255-0010
썬더치킨,"대전광역시 중구 대흥로169번길 49, 1층 (대흥동)",
무명,"대전광역시 중구 보문로260번길 17, 1층 (대흥동)",
미향식당,"대전광역시 중구 동서대로1403번길 126, 1층 (목동)",
노랑통닭산성점,"대전광역시 중구 대둔산로386번길 6, 1층 (산성동)",042-582-9595
기쁨카페,"대전광역시 중구 문화로 27, 1층 (산성동)",
트루,"대전광역시 중구 대흥로 44, 1층 (대흥동)",
조은기사식당,"대전광역시 중구 충무로 118-1, 1층 (대사동)",042-223-1247
돌담,"대전광역시 중구 대종로 275, 2층 (부사동)",042-222-1773
버들엄마순대,"대전광역시 중구 대둔산로 526, 1층 (유천동)",
섬김,대전광역시 중구 당디로 52-1 (산성동),
갑동고을,"대전광역시 중구 선화로 117, 1층 (선화동)",
스와이야기대전중구점,"대전광역시 중구 계백로1618번길 91, 1층 (유천동)",
후라이드참잘하는집,"대전광역시 중구 태평로44번길 27, 상가동 101호 (유천동, 현암에버드림아파트)",
조이헛닭갈비,"대전광역시 중구 돌다리로 5, 1층 (석교동)",042-272-1588
쪽쪽갈비,"대전광역시 중구 목중로26번길 35, 1층 (중촌동)",042-242-6692
분식쌀롱,"대전광역시 중구 오류로 31, 스카이팰리스 103동 1층 108호 (오류동)",042-221-5575
덕화부루스,"대전광역시 중구 보문로260번길 66, 2층 (대흥동)",
유메,"대전광역시 중구 오류로 47, 1층 (오류동)",042-537-5346
플랜비,"대전광역시 중구 선화로 140, 1층 (선화동)",
더피자랩,"대전광역시 중구 대종로480번길 39, 1층 (은행동)",
곱창군대흥점,"대전광역시 중구 대종로 487-9, 1층 (대흥동)",042-226-5795
태평아구,"대전광역시 중구 유천로132번길 21-36, 3동 101호 (태평동)",042-527-9759
푸드스토리,"대전광역시 중구 오류로 102, 1층 101호 (오류동)",042-226-1123
황금돼지막창,"대전광역시 중구 대종로 53, 1층 (옥계동)",042-253-0836
한가로와,대전광역시 중구 학고개로57번길 11 (옥계동),
꽃차돌산성점,"대전광역시 중구 대둔산로 397, 1층 103호 (산성동)",
너땜에한잔,"대전광역시 중구 계백로1565번길 30, 1층 (유천동)",042-581-2600
쪽갈비,"대전광역시 중구 계백로1565번길 52, 1층 (유천동)",042-581-9997
소전마당한식,"대전광역시 중구 선화로 119, 1층 (선화동)",0472-222-0750
토스트,"대전광역시 중구 목척9길 28, 1층 (은행동)",
주식회사복수분식2,"대전광역시 중구 보문로162번길 9, 2층 (대사동)",
을지로회관,"대전광역시 중구 유천로48번길 20-1, 1층 (유천동)",042-334-9696
빨강고기,"대전광역시 중구 태평로44번길 38, 1층 (유천동)",
갈릴리숯불치킨,"대전광역시 중구 문화로22번안길 1, 1층 (산성동)",042-525-9255
가야숯불치킨,"대전광역시 중구 목동로 23-1, 1층 (목동)",042-251-8292
안녕닭,"대전광역시 중구 대종로488번길 46, A동 1층 (은행동)",
